"lat","lon","code","name","elev","RAINC","BVTGM","REHUM","SRPWM","WSPDM","CRLVM","TEMPM","SNOWM","PRSTM","WDIRP","link_rain","link_idr","link_temp","link_photo"
"44.36957","9.89262","PTRE","Pontremoli - La Costa","340","3","0","3","0","3","0","3","0","0","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=PTRE?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=PTRE?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazPTRE?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazPTRE?para=idr"
"44.33542","8.48011","LVGL","Lavagnola","253","3","3","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=LVGL?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=LVGL?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazLVGL?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazLVGL?para=idr"
"44.32709","9.16912","MTPO","Monte Portofino","610","3","3","3","3","3","0","3","0","0","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=MTPO?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=MTPO?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazMTPO?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazMTPO?para=idr"
"44.07491","10.00899","LUNI","Luni - provasco","5","3","3","3","3","3","0","3","0","0","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=LUNI?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=LUNI?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazLUNI?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazLUNI?para=idr"
"44.39278","8.95222","GEPV","Genova - Punta Vagno","10","0","2","0","0","3","0","0","0","0","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=GEPV?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=GEPV?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazGEPV?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazGEPV?para=idr"
"44.24682","10.15149","TURA","Turano","836","3","0","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=TURA?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=TURA?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazTURA?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazTURA?para=idr"
"44.48852","8.9001","PONT","Genova - Pontedecimo","75","3","3","0","0","0","3","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=PONT?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=PONT?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazPONT?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazPONT?para=idr"
"44.32","10","BGNE","Bagnone","270","3","0","0","0","0","3","0","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=BGNE?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=BGNE?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazBGNE?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazBGNE?para=idr"
"44.384","9.06066","SILA","Genova - S.Ilario","174","3","3","3","3","3","0","3","0","0","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SILA?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SILA?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazSILA?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazSILA?para=idr"
"44.16397","8.22002","VERZ","Verzi Loano","450","3","3","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=VERZ?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=VERZ?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazVERZ?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazVERZ?para=idr"
"44.19573","8.30205","CALG","Calice Ligure - Ca rosse","50","3","3","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CALG?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CALG?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazCALG?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazCALG?para=idr"
"44.48555","8.97849","VICO","Vicomorasso","310","3","3","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=VICO?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=VICO?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazVICO?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazVICO?para=idr"
"44.36057","9.89642","PSGI","Pontremoli - S.Giustina (Rete Toscana)","180","0","0","0","0","0","3","0","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=PSGI?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=PSGI?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazPSGI?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazPSGI?para=idr"
"44.08053","8.15823","CISN","Cisano sul Neva (meteo)","40","3","3","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CISN?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CISN?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazCISN?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazCISN?para=idr"
"43.91987","8.06768","DCAV","Diano Castello - Varcavello","56","3","3","3","3","3","0","3","0","0","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=DCAV?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=DCAV?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazDCAV?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazDCAV?para=idr"
"44.52561","8.60839","TIGL","Tiglieto","500","0","0","0","0","0","3","0","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=TIGL?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=TIGL?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazTIGL?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazTIGL?para=idr"
"44.34555","8.43753","SANT","Santuario di Savona","90","3","3","0","0","0","3","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SANT?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SANT?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazSANT?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazSANT?para=idr"
"44.33439","9.89834","PTEG","Ponte Teglia","206","0","0","0","0","0","3","0","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=PTEG?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=PTEG?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazPTEG?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazPTEG?para=idr"
"44.34967","9.69908","CUCC","Cuccarello","835","3","3","3","0","3","0","3","0","0","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CUCC?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CUCC?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazCUCC?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazCUCC?para=idr"
"44.38313","9.5842","VLIG","Varese Ligure","345","3","3","3","0","0","0","3","3","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=VLIG?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=VLIG?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazVLIG?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazVLIG?para=idr"
"44.41582","8.48252","SGIU","Stella S. Giustina","349","3","3","0","0","0","3","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SGIU?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SGIU?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazSGIU?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazSGIU?para=idr"
"44.00653","8.03517","TEST","Testico","439","3","3","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=TEST?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=TEST?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazTEST?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazTEST?para=idr"
"44.15735","9.89234","SSMH","S. Stefano Magra Idro","16","0","0","0","0","0","0","0","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SSMH?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SSMH?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazSSMH?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazSSMH?para=idr"
"44.54856","8.95422","MTEC","Monte Cappellino","620","3","3","3","0","3","0","3","0","0","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=MTEC?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=MTEC?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazMTEC?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazMTEC?para=idr"
"44.37234","8.57322","BOLN","Bolsine","26","3","3","0","0","0","3","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=BOLN?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=BOLN?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazBOLN?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazBOLN?para=idr"
"43.98131","7.86667","CODO","Colle D'oggia","1163","3","3","3","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CODO?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CODO?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazCODO?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazCODO?para=idr"
"44.40234","8.27224","CAIR","Cairo Montenotte","388","3","0","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CAIR?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CAIR?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazCAIR?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazCAIR?para=idr"
"44.15319","9.76373","RICG","Ricco del Golfo","150","3","2","3","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=RICG?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=RICG?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazRICG?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazRICG?para=idr"
"44.40645","8.62464","SCRB","Sciarborasca","225","3","3","3","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SCRB?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SCRB?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazSCRB?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazSCRB?para=idr"
"44.19801","9.84904","PBAT","Piana Battolla - Ponte","48","3","3","0","0","0","3","0","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=PBAT?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=PBAT?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazPBAT?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazPBAT?para=idr"
"44.06542","8.00433","RANZ","Ranzo","343","3","3","3","3","3","0","3","0","0","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=RANZ?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=RANZ?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazRANZ?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazRANZ?para=idr"
"44.11139","9.98083","SACN","Sarzana - Nave","22","0","0","0","0","0","0","0","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SACN?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SACN?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazSACN?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazSACN?para=idr"
"43.82265","7.78625","SANR","Sanremo","61","3","3","3","3","3","0","3","0","3","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SANR?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SANR?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazSANR?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazSANR?para=idr"
"44.53635","9.20544","BRUG","Brugneto Diga","777","3","0","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=BRUG?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=BRUG?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazBRUG?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazBRUG?para=idr"
"44.33428","8.34782","SLSV","Altare","470","3","3","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SLSV?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SLSV?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazSLSV?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazSLSV?para=idr"
"44.33721","9.82251","PPIC","Pietra Piccata","980","3","0","0","0","3","0","3","0","0","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=PPIC?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=PPIC?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazPPIC?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazPPIC?para=idr"
"44.34209","9.35624","PANE","Panesi","25","3","3","0","0","0","3","0","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=PANE?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=PANE?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazPANE?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazPANE?para=idr"
"44.37488","9.45774","REPP","Reppia","530","3","2","3","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=REPP?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=REPP?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazREPP?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazREPP?para=idr"
"44.39625","8.98468","GSTU","Genova - Sturla","10","0","3","0","0","0","3","0","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=GSTU?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=GSTU?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazGSTU?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazGSTU?para=idr"
"44.17888","9.6187","LEVA","Levanto - San Gottardo","85","3","3","3","3","3","0","3","0","0","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=LEVA?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=LEVA?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazLEVA?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazLEVA?para=idr"
"44.57722","9.28306","ROVE","Rovegno","694","3","0","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=ROVE?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=ROVE?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazROVE?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazROVE?para=idr"
"44.10703","9.82819","SPE2","La Spezia","35","3","3","3","3","3","0","3","0","3","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SPE2?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SPE2?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazSPE2?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazSPE2?para=idr"
"43.97713","7.95315","BMRO","Borgomaro","250","3","3","0","0","3","0","3","0","0","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=BMRO?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=BMRO?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazBMRO?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazBMRO?para=idr"
"44.21359","9.54033","FRAM","Framura","421","3","2","3","3","3","0","3","0","3","3","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=FRAM?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=FRAM?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazFRAM?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazFRAM?para=idr"
"44.42429","9.41013","BRZN","Borzone","386","3","3","3","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=BRZN?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=BRZN?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazBRZN?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazBRZN?para=idr"
"44.09466","9.80944","SPEZ","La Spezia - Fabiano","60","3","3","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SPEZ?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SPEZ?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazSPEZ?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazSPEZ?para=idr"
"43.82756","7.6985","SEBO","Seborga","550","3","3","3","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SEBO?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=SEBO?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazSEBO?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazSEBO?para=idr"
"44.23234","8.20245","MELO","Colle del Melogno","1004","3","3","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=MELO?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=MELO?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazMELO?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazMELO?para=idr"
"43.83103","7.54322","CLRO","Colla Rossa","460","3","3","3","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CLRO?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CLRO?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazCLRO?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazCLRO?para=idr"
"44.57232","8.65776","ROS3","Rossiglione","436","3","0","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=ROS3?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=ROS3?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazROS3?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazROS3?para=idr"
"44.15582","10.03346","TEND","Tendola","361","3","0","0","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=TEND?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=TEND?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazTEND?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazTEND?para=idr"
"44.00624","8.1693","ALAS","Alassio","25","3","3","3","3","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=ALAS?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=ALAS?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazALAS?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazALAS?para=idr"
"44.08552","8.14573","CNEV","Cisano sul Neva","52","0","3","0","0","0","3","0","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CNEV?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CNEV?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazCNEV?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazCNEV?para=idr"
"43.97923","8.10363","CONN","Conna","350","3","3","3","0","0","0","3","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CONN?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=CONN?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazCONN?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazCONN?para=idr"
"44.25803","8.44944","VADO","Capo Vado","170","0","0","0","0","0","0","0","0","0","0","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=VADO?para=rai","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/esempio.html?staz=VADO?para=idr","http://osservatoriometeoliguria.arpal.gov.it/~omirl/WEB/png_page.html?stazVADO?para=tem","http://osservatoriometeoliguria.arpal.gov.it//~omirl/WEB/foto_page.html?stazVADO?para=idr"
